Column,Response,Predictor,Datatype,LevelOfMeasurement,Is_NDS,Is_ECG,Is_EEG,Is_Burst,Is_20Mins,Is_40Mins,Is_60Mins,Is_Elec1,Is_Elec2,Is_Power,Is_Entropy,Is_Shannon,Is_Tsallis,Is_Frac,Is_Delta,Is_Theta,Is_Alpha,Is_Beta,Is_Gamma,Is_SuperGamma,Is_Total
Elec2EntTsallisDeltaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntTsallisDeltaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Elec2EntShannonThetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntShannonThetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntTsallisThetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Elec2EntShannonAlphaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntShannonAlphaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntTsallisAlphaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Elec2EntShannonBetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaRNG@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSPOT@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSPOT@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSPOT@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSTD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSTD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntShannonBetaSTD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaAUC@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaAUC@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaAUC@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaIQR@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaIQR@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaIQR@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAD@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAD@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAD@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAX@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAX@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMAX@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEDIAN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEDIAN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMEDIAN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMIN@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMIN@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaMIN@60Mins,0,1,float,4,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaRNG@20Mins,0,1,float,4,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
Elec2EntTsallisBetaRNG@40Mins,0,1,float,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
